id,english,russian
6144EF054E0BEF352784228E9104018D#3991DFAB,Picture (square),Изображение (квадратное)
7657759E438D3DA6833016BCBA84E944#3991DFAB,Picture (square),Изображение (квадратное)
961281D445CC67C87EA63EB412093F3F#3991DFAB,Picture (square),Картина (квадратная)
F97661DB446C199D61FCC881CF81BA25#3991DFAB,Picture (square),Изображение (квадратное)
1C1614144410939A5068958525002F8E#95E4DA95,Picture (table),Изображение (таблица)
466EDF17402D60BB02AF46A774541E7C#95E4DA95,Picture (table),Изображение (таблица)
4786E9B64D63C09BA9B027A8820CBE96#95E4DA95,Picture (table),Изображение (таблица)
B06D68C44052B750B9B7C28961EAC1E5#95E4DA95,Picture (table),Изображение (таблица)
CD55A3D2417B0956CE086794B7059642#95E4DA95,Picture (table),Картина (настольная)
0081FFC242A4B5920A21E08A6670E742#0A030A2E,Picture (vertical),Изображение (вертикальное)
00E6241B4714939272C2799CC8990568#0A030A2E,Picture (vertical),Картина (вертикальная)
4097306841DDE8FDDCF0D89D415C4FF6#0A030A2E,Picture (vertical),Изображение (вертикальное)
FBCA10E94561EFA5094F529D96B27335#0A030A2E,Picture (vertical),Изображение (вертикальное)
03383A484E1033A8555E7E94223716F2#CDC9A9A3,Pill box,Коробочка для таблеток
4567E01549C24DF668BAB783D5A963B5#CDC9A9A3,Pill box,Коробочка для таблеток
7A0E37A7452489940E1050AC4C25A1F4#CDC9A9A3,Pill box,Коробочка для таблеток
D4916E58449788F5FFDBA2A514AF044B#CDC9A9A3,Pill box,Коробочка для таблеток
D967CC094ADB2E0EA093B5A7511570DC#CDC9A9A3,Pill box,Упаковка таблеток
2EA6959A4A365A227BE2739F0EFA596C#5BEADEDD,Pills bottle,Бутылка с таблетками
6CFCAA2A4CC362620902C78ACD8F73C0#5BEADEDD,Pills bottle,Бутылка с таблетками
79B3173C405F67F63435B28FAC9AE8D7#5BEADEDD,Pills bottle,Баночка с таблетками
89607B6349485BB358C47C9AD815DE2E#5BEADEDD,Pills bottle,Бутылка с таблетками
A0A26B1245F852B7382EDF9FFCF4CB01#5BEADEDD,Pills bottle,Бутылка с таблетками
A88BB0FA422D14CF997A59A97577BDB0#5BEADEDD,Pills bottle,Бутылка с таблетками
815DB23D4B810686C75ADD9A7FDC3DD6#3F98B4DB,Pin box,Коробка булавок
A0C706D640A3533E8D22B9B34BA77175#3F98B4DB,Pin box,Пин-бокс
CF0D6CDA46423C9C1587498FE866F128#58806010,Pine,Сосна
3517BA644FD04C22F725D19A356F3595#BC00B471,Pineapple,Ананас
7B3B4E5B40A95F29F4AAB28E91AF1AE4#F1173838,Pineapple pizza,Ананасовая пицца
C1AB112246D0BB7CC9092CA06C749215#61F886BA,Pineapple ring,Кольцо из ананаса
4E8FBE1E4216BD5D89C2C4B675BA035B#B3F72ABF,Pineapple slice,Ломтик ананаса
D2F9B0E5440512EB12ACBFA1B5590B47#F289A89B,Ping,Ping
D4F908574F3C52FD44F7638941FFBF36#0E0B5781,Pings the server(s),Пинговать сервер(ы)
0E09826F405FD2221C195B97AB7678B6#4C5AA90D,Pink crystal,Розовый кристалл
118F098D497F0D35F7CC699BE7FEA419#4C5AA90D,Pink crystal,Розовый кристалл
197C4C69425DF49C232465A674141D4E#4C5AA90D,Pink crystal,Розовый кристалл
31DC103744CA771F8B239FACFC66327E#4C5AA90D,Pink crystal,Розовый кристалл
354EFD9B433D9BFA5C52B6B2A0D45B29#4C5AA90D,Pink crystal,Розовый кристалл
48464DB94A3D69DF72A81AA00B997C91#4C5AA90D,Pink crystal,Розовый кристалл
4D4C94054047F3D54C0D7FA4414DC451#4C5AA90D,Pink crystal,Розовый кристалл
70E5CEE64F7A2CD5E83276BF656493EA#4C5AA90D,Pink crystal,Розовый кристалл
7437ACAB4FD23BB7767DC387F73C9540#4C5AA90D,Pink crystal,Розовый кристалл
8D23C59645A586227666B180FC55ED7D#4C5AA90D,Pink crystal,Розовый кристалл
98D76EF94E07FE46A17829A3FA8DE602#4C5AA90D,Pink crystal,Розовый кристалл
AB731DF34C786B0E5229D5BBAA439200#4C5AA90D,Pink crystal,Розовый кристалл
E30784CF4D39832266AD7DBB90D00AC7#4C5AA90D,Pink crystal,Розовый кристалл
03560E9A40F83C56EC8C6B81E3C979B7#CC32C03B,Pink laser/beams in the sky?,Розовый лазер/лучи в небе?
27D3D18E4BCE52FF928BDAA0D66D5BE0#BBE5FB7A,Pipebomb,Самодельная бомба
F3C1C47744315C09EC1D71862C8A7F14#BBE5FB7A,Pipebomb,Pipebomb
6C23568747064FFC67D604ABE24AFC0C#61B67590,"Pipes minigame.

In this minigame you must build a pipe that goes THROUGH all the ""data packs""

Use RMB click, 1, 2, 3, 4 keys or click on the buttons on the bottom left to switch between the actions.

1 - remove pipe
2 - straight pipe
3 - corner pipe
4 - X shaped pipe

To activate the pipe - click on the pink triangle on the top left.

Use the slider to change the speed of the pipe.

To rotate the pipe - click with RMB on the pipe to rotate it.","Мини-игра с трубами.

В этой мини-игре вы должны построить трубу, проходящую ЧЕРЕЗ все «пакеты данных».

Используйте щелчок RMB, клавиши 1, 2, 3, 4 или нажимайте кнопки в левом нижнем углу для переключения между действиями.

1 - снять трубку
2 – прямая труба
3 – угловая труба
4 — Х-образная труба

Чтобы активировать трубу - нажмите на розовый треугольник слева вверху.

Используйте ползунок, чтобы изменить скорость трубы.

Чтобы повернуть трубу - нажмите RMB на трубу, чтобы повернуть ее."
FB3194A34FDCA18C5C417BB7E8A6FB0E#224A3BAF,Piramid,Пирамида
5A6F10DF4FDAB470F72F43BD386E41C2#971EFEB4,Piramid and killer wisps,Пирамида и огоньки-убийцы
C273E7B34F656ED8649B49BDED1DE475#A8392F5E,Piramid test,Пирамидальный тест
36A2E6F7445677F7EBB0B5A4F5C3CCBA#B96BD1D8,Pitch,Pitch
86757BB942556500BFBA2397B93E4B67#59AC962C,Pitch +5,Высота +5
6FC2876A4A1AFB1AC9D98DBA75C24722#9FC39FAB,Pitch -5,Шаг -5
2DE7264A4E758870F7E70D9FA02D99FC#9C5290A9,"Pitch: {a}
Yaw: {b}
Roll: {c}","Шаг: {a}
Отклонение: {b}
Ролл: {c}"
25043FAA44F251CA295360980262D859#4EA6674C,Pizza,Pizza
2558B9664150D3AF22A47083E28D3A93#4EA6674C,Pizza,Pizza
2BE4662B4E8422F5BE59C8B9EEFF5E72#4EA6674C,Pizza,Pizza
AD704A034DE70376A977629D81D851FD#4EA6674C,Pizza,Пицца
DAA73EC942AFD465537B08A0D3BD2B9F#4EA6674C,Pizza,Pizza
E292F85848861E2A72C3E39BD062F1AF#4EA6674C,Pizza,Pizza
E91AE2DA4DEA9B4C78F24790D8358740#4EA6674C,Pizza,Pizza
617523334E19739639F7C8A38A215C3D#85902409,"Pizza

Ingredients:
-Flour
-Water
-3 cubes of cheese
-Tomato
-Topping (sausages, brown mushrooms, shrimp, or pineapple)
-Rolling pin

Steps:
-Prepare the dough ball by mixing the flour in a bowl\container of water
-Take a rolling pin and flatten the bread
-Take a flat dough and put cheese, tomato, and any topping you like
-Put the pizza in the oven and cook at high temperature","Пицца

Ингредиенты:
-Мука
-Вода
-3 кубика сыра
-Помидор
-Топпинг (колбаски, коричневые грибы, креветки или ананас)
- Скалка

Шаги:
- Приготовьте шарик теста, смешав муку в миске\контейнере с водой.
-Возьмите скалку и расплющите хлеб.
- Возьмите плоское тесто и положите сыр, помидоры и любую начинку, которая вам нравится.
-Поставьте пиццу в духовку и готовьте при высокой температуре."
6D981371490527BDD62270A2C2195F4E#A6DFE7F7,Pizza (Mushrooms),Пицца (С Грибами)
D8400AFA4CACF384D3892A991F593379#787FBB41,Pizza (Pineapple),Пицца (С Ананасами)
96E31AC242698EAF5A3FF5A4C47BFA70#9C2DE35A,Pizza (Shrimp),Пицца (С Креветками)
B01FD72A4F9B6889672B1385EE8DFFDC#51E5BD8C,Pizza baker,Кондитер пиццы
6D08C5BF4F88A2CC4FDE16A5D7F0474E#6DEC5896,Pizza dough,Тесто для пиццы
D76BF23C4C7603DC73D6F49508DB9017#4A891A83,Pizzaless pizza bread,Хлеб для пиццы без пиццы
0B3B4F794B73C8A8DB9796B415EFA8F6#CFE9B8D4,Place the drive into the drive slot.,Вставьте диск в слот для диска.
24AE5E474A273B4F75A16BB1009AE34F#06C24BDC,"Placement error, try again","Ошибка размещения, попробуйте еще раз"
53CC02674BD18A597BDB3B806EDECC27#06C24BDC,"Placement error, try again","Ошибка размещения, попробуйте еще раз"
831EE86B4568A56E73B379BD3B9A3868#06C24BDC,"Placement error, try again","Ошибка размещения, попробуйте еще раз"
B64A9BAF4D491DFE582FFEBB87EE2C44#2F20811D,Places,Места
C312FCB84E0C8C3051DE32A3399C2965#AE17D25A,Plane toy,Самолет игрушечный
CD2B4C21424405F0C38C6A954C229B63#A76366C3,Plant fertilizer,Удобрения для растений
77EAE0DD46E59EA7882BECBB16179B15#BD207DA6,Plant fruit,Посадить фрукты
DD73CCDC4E5257CF86462D8154EEE158#BD3389CE,Plant growth,Рост растений
4A66A1C34583CEB17373278915C49CEE#1E0F6155,Plant water,Растительная вода
0C0FE25F4B02C0227145C79033408767#B0508720,Plasma tv,Плазменный телевизор
65A95D2B4E80F9883417AF92B9CF92BC#B0508720,Plasma tv,Плазменный телевизор
69AA0C87485C036D9580F09D8418361D#B0508720,Plasma tv,Плазменный телевизор
6BCF580D4E8AA8D1DB50DABA28B0A5F4#B0508720,Plasma tv,Плазменный телевизор
7EC071634ADAF36353349B9E41AD1CA6#B0508720,Plasma tv,Плазменный телевизор
94C4D1194E7107674A1395A7CCDD26F2#B0508720,Plasma tv,Плазменный телевизор
E2DE82344414DEAF65736CA7488C0B50#B0508720,Plasma tv,Плазменный телевизор
F28EECE3434B9A9FF3990CB076FB7101#B0508720,Plasma tv,Плазменный телевизор
12757A1A4308CFF6A01858ADBF1CB93F#E7DAF3EA,Plastic brick,Пластиковый кирпич
15C71F9E47366F683B87B18E1809627D#E7DAF3EA,Plastic brick,Пластиковый кирпич
1C3EB798408912979B7C89BD5B42AF15#E7DAF3EA,Plastic brick,Пластиковый кирпич
44125A6B4352972885908EB80F455C7A#E7DAF3EA,Plastic brick,Пластиковый кирпич
E6FA18C04A157CE3A2D589BF076B48CD#E7DAF3EA,Plastic brick,Пластиковый кирпич
00E8F31B4892261D6273C296755B7201#1210F153,Plastic crate,Пластиковый ящик
221B8F7C455742B0FA2604900E922B1F#1210F153,Plastic crate,Пластиковый ящик
28CFD04643685C8DE945619282C08A16#1210F153,Plastic crate,Пластиковый ящик
478F5864402DA1035D9889B987540927#1210F153,Plastic crate,Пластиковый ящик
5147C5144501176F9054C588022AC9AA#1210F153,Plastic crate,Пластиковый ящик
632702E54EDCB60E17C7C99B00942E9D#1210F153,Plastic crate,Пластиковый ящик
723AAA7E4BE57C036F909DAA78F96205#1210F153,Plastic crate,Пластиковый ящик
76F6A24546265BB6D2E7639788E62A28#1210F153,Plastic crate,Пластиковый ящик
772E7FFF45F76144B09D5EBB5CAA6266#1210F153,Plastic crate,Пластиковый ящик
9503E1584A85B8B1943512BA04D5B418#1210F153,Plastic crate,Пластиковый ящик
C84339D34A059FDBA42E549D9F58FD68#1210F153,Plastic crate,Пластиковый ящик
DA43DD7D42D147F3051FFF8FDB474F2B#1210F153,Plastic crate,Пластиковый ящик
E8F53B6946D02651DC1568928A3B9276#1210F153,Plastic crate,Пластиковый ящик
3834B04944323ED9154D8A9B52B87DCF#CCBC15EB,Plastic crate (open container),Пластиковый ящик (открытый контейнер)
0CDC91F145F6ECAFCF81518CF3A25F4B#89A9512E,Plastic flamingo,Пластиковый фламинго
20F984F04ADDAFD8B0B8BB895E4267D1#89A9512E,Plastic flamingo,Пластиковый фламинго
D109CE22481BB0F90D537787D90313DD#8403A709,Plastic garden chair,Пластиковый садовый стул
F4EA03664A48B632E14920A8D27B6E3F#8403A709,Plastic garden chair,Пластиковый садовый стул
FA549CA5467805331732D188E6E9226F#8403A709,Plastic garden chair,Пластиковый садовый стул
827350E94EA0257B4E45BAA7E51EC67F#AA4A17D3,Plastic garden table,Пластиковый садовый стол
7169CB0244FDCF6A4D18EF9F7D004E1F#10B08222,Plastic kitchen chair,Пластиковый кухонный стул
C18056E44CC80A0512B0D6A81FFBA650#10B08222,Plastic kitchen chair,Пластиковый кухонный стул
C901A72041A3A0A993DD0782D8440017#10B08222,Plastic kitchen chair,Пластиковый кухонный стул
0E222EF84191F70245CE04AE61C2E8D7#3EF932F8,Plastic kitchen table,Пластиковый кухонный стол
53650EDC43BC6D10522F9EA291D98E8D#3EF932F8,Plastic kitchen table,Пластиковый кухонный стол
1F4890284EADCA36DC38F6B5038D4B36#C06C6777,Plastic plant (small),Завод пластмасс (маленький)
28169C904C8A18024B7151BC8BB594F2#C06C6777,Plastic plant (small),Завод пластмасс (маленький)
CCDCB3934066340DCDFB658FA838ED86#C06C6777,Plastic plant (small),Завод пластмасс (маленький)
CF2EED604E59DF3F595988B8463E95DB#C06C6777,Plastic plant (small),Завод пластмасс (маленький)
A5EE982A417054EB8F6456A0B3258900#92835297,Plastic scrap,Пластиковый лом
C38CFEE44430EACA605B3E876EE6E2CA#92835297,Plastic scrap,Пластиковый лом
DA1C337D411C28AC61ADCAB67108CC9B#92835297,Plastic scrap,Пластиковое вторсырьё
03DA273A4F30EDB702C367A59ADD7BE4#EB3D2D21,Plastic trash,Пластиковый мусор
0769267C41E83FCEAA128990E2654147#EB3D2D21,Plastic trash,Пластиковый мусор
354AB8E74D260C1F573C458471075A25#EB3D2D21,Plastic trash,Пластиковый мусор
7438480544CCC4E1A54819980444BA3C#EB3D2D21,Plastic trash,Пластиковый мусор
83BACD6E4158F4E66BEBA29276833982#EB3D2D21,Plastic trash,Пластиковый мусор
8E85F4D8470A7E5185618DAB59A7D362#EB3D2D21,Plastic trash,Пластиковый мусор
9917A613413479EFFB9CD9AA92D28D8E#EB3D2D21,Plastic trash,Пластиковый мусор
D34BB1A542C91E1D3BF52D92D2540C1A#EB3D2D21,Plastic trash,Пластиковый мусор
EAF66AF44E691C930C2F108DFBC48291#EB3D2D21,Plastic trash,Пластиковый мусор
FB0380874FDD601FFFE21F8FD8326E97#EB3D2D21,Plastic trash,Пластиковый мусор
FB991DB842BC0911550DC9ACFAA1D84A#EB3D2D21,Plastic trash,Пластиковый мусор
FFCE5F324F9350A7AAE21DA9B2C19EEC#EB3D2D21,Plastic trash,Пластиковый мусор
E06B3B284CE57D67532BF7BB618B5BB9#21F405FC,"Plastic trash:

>Plastic scrap: 6x plastic trash (bottles, gibs, bags)
>","Пластиковый мусор:

>Пластиковое вторсырьё: 6 пластиковых мусора (бутылки, пакеты)
>"
6F749FC44314A3608707AB959B38E880#D39D76CD,Plate,Тарелка
61D990D842757A6E4D8B00A7E1ABB040#4FC63CE1,Plate big,Большая тарелка
3EBDD9BD492D9DDB86208FB7F0CDD474#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
4ECD68E14685D71EDA605EB6F5B57215#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
512D5A6F48B5B9FD05F7CA80FBC6A405#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
77AA79564C675FA3CD8586ADD49EE54A#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
77C7FE99495D6555E413739B92F8688F#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
79A8B4C040596DAB0616CA8F2DF22D08#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
9A83144A457122C824D1EDBC6169A165#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
C02140DF4AD63F4D1198B1A9E7446AD7#89E868C0,Plate large (open container),Тарелка большая (открытый контейнер)
1516DE5B4F04128B2EDDC69DA2BA5B24#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
26BDBE4F4561FEEEEF0819B995B3CFDF#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
2969B83E484E95898A443D8D21FFBEAC#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
2A30B3934399761A3C9360A1BA74CAED#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
352C5BFE459D3B057736D0A5C3363DC3#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
43D9F9A24B1D5F38800B759E105AF615#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
4ABF882949483A297F5701A3F7BFBDD2#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
66012AEA4BA8086F461F2194983BF211#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
668ADA364885F40196957AB036E9F529#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
6B7D41854E71ACC8F7345989FAADB1C5#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
707249C745F0D55F04BCD6A865DE10E8#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
95AB806146E285F1FC2ABCA9BCE6CA50#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
BE21A493400E35A646AB2FA2051495A5#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
BF98CD074051A90C989E5EA687C0F571#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
E9B2C41D4343D87EB0EA4CBD70A3FD3F#576B7DFC,Plate small (open container),Тарелка маленькая (открытый контейнер)
19958FC04023CDAAEA1942A95161E3A4#03CCED8B,Play,Воспроизвести
DB16DCBA45E889CE166A3DA8A8B9599F#03CCED8B,Play,Играть
E44AEA0C433A4506CBA30B854F02FEFA#03CCED8B,Play,Воспроизвести
CBD56DC04D2EADA47701D1AD1B0C657F#E1C09120,Play game,Играть в игру
E96EA0454632B558B46ED4A8C8454FCF#B291F100,Play signal,Проиграть сигнал
65A88F9D421BFCFD64ECB2BB14F21B4D#CB4B57FE,Play tutorial,Запустить обучение
84E1340046633039315132BC89415765#250355AE,Play/Pause,Play/Pause
76577A574EE5689370C856BE9648B6E4#092FD259,Play/Stop,Play/Stop
34A80A75489FBF5D35CE00B32CABA1D6#C080D77F,Play\pause,Пуск\пауза
32E5A5FA4A600A0AE480D380B1396205#A1FEF348,Playback Panel,Панель воспроизведения
9046641A4A14046AADFF9AA8DD73F2B2#BB02A343,Playback panel,Панель воспроизведения
C8E2BE084279E385282AFC9D701400CE#FF711577,Playback volume,Громкость воспроизведения
14EE2D3341ADAB4FF8B3C8864762B53E#71B3E3E5,Player,Player
26142F5C40BAC87E162DB5B869057A52#71B3E3E5,Player,Player
8169C04D4DB1EF0E4B80AFB5D6AF6BB8#71B3E3E5,Player,Player
622ADDF540A21397DA13138CAAC94CCB#706E487C,Player camera tilts based on the steepness of the physocal object theyre standing on. Works only when the player stands on the physical heavy object; for example - supply box,"Камера игрока наклоняется в зависимости от крутизны физического объекта, на котором он стоит. Работает только тогда, когда игрок стоит на физическом тяжелом объекте; например - коробка поставки"
9457BF9B468FDC5B5AEA3BA4756A2A1C#CBAFDBA0,Player cannot eat too much of the same type of food. Disable food fatigue to keep eating the same type of food without negative effects.,"Игрок не может есть слишком много еды одного и того же типа. Отключите пищевую усталость, чтобы продолжать есть один и тот же тип пищи без негативных последствий."
967537FF454C869315BE958FB54B05BA#C1B82F27,Player controls,Управление игроком
06060FDA4CFD82189AB1849FD81E3AEF#A0152AA0,Player gets up automatically after falling on the ground.,Игрок автоматически встает после падения на землю.
F22BB52148A5470B19DD8691BA51C787#2CA97E14,Player is on the ladder,Игрок на лестнице
B829E75743FE2B2AA335D3BD05566F48#37C2EDE0,Player is sitting,Игрок сидит
12045519473617556BD631BF0C3B30BB#CD2B20B7,Player will hit the head against the door if they run too fast into it.,"Игрок ударится головой о дверь, если вбежит в нее слишком быстро."
519393C34AF6F1C555C34EA284F54AD5#0A409F6C,Player will not get ejected from the seat on impact,Игрок не будет выброшен с сиденья при ударе.
A6F1DC834C7165E2567C4FB0779C8831#0A409F6C,Player will not get ejected from the seat on impact,Игрок не будет выброшен с сиденья при ударе.
ECA6735C437B56593E50D1A3A948CC1E#7B11ECE0,Playground sandbox map with broken lighting,Карта песочницы детской площадки со сломанным освещением
6C90BC8545FCE7E96257EF9335EF7088#0B441A61,Playing,BOCnPOu3BEDEHuE
88D4D411435D1BC5CF1CB08052775F18#0B441A61,Playing,Playing
B46D7FD84B052EA9C6D44E8AFBB64776#A4BB59FF,Please Dr. Kel,"Пожалуйста, д-р Кел"
F281D7C7473A93438DE96F8B525A4A41#9E3861F3,Please krampus by giving it a jar of alcohol,"Избавься от крампуса, подарив ему банку с алкоголем."
D8D341824B5D033A47FC8898333FE9BB#6D2DF413,Plunger,Plunger
FBA761CF4453C352951C02938C8EF2B7#6D2DF413,Plunger,Вантуз
00879C414A9EED5654A88A8289E19E9E#108F0B18,Plushies,Игрушки
237A347D404AC77C5249C1A98D394B1A#108F0B18,Plushies,Игрушки
320A104546D83A0727104180C8EA16CA#108F0B18,Plushies,Игрушки
69C727FD473802CAA68C019BAF302ABC#108F0B18,Plushies,Игрушки
E240AD03420CD3498849078709DF59AE#108F0B18,Plushies,Игрушки
F47DB7A24BCF3EBD0947CB83DBC3EA25#108F0B18,Plushies,Игрушки
B7BA19114A14679DF8AD349DF2B282E4#63838B28,Plz read asap,Пж прочти сейчас же
7C7E690F42A22587880162B5A7A25DBE#6F827170,Points sack,Мешок очков
8F599DE94E741793A82FF29D44A7C056#6F827170,Points sack,Мешок очков
9E7094FD456948A337AB13974923B451#6F827170,Points sack,Мешок очков
C8718DD14B5CD2BCECC3D69FA58E32B5#6F827170,Points sack,Мешок очков
FEBB48A14EB568AFC4C36F80F1CA3E53#6F827170,Points sack,Мешок очков
5FF1DD3146A4BCDAF43894B86F10770A#C03FC8A7,Points spent,Очков потрачено
AE0237A34295DAF743679D86FB04D73D#4916A62F,Polarity direction:,Направление полярности:
6C5518E240183AA64B1B1E8D78950FD7#14DD9891,Polarity filter:,Полярный фильтр:
D2D18CFC41894DA2B4E6A5ABC74CFA4D#C5783076,Polarization (left),Поляризация (влево)
E718D9A64598C84905CAB893033530EE#0A456620,Polarization (linear),Поляризация (линейно)
BE7199DD44E90BDE0846508979034B1B#3D9D1B7A,Polarization (right),Поляризация (вправо)
9BA784CD486CB6E1CD4868BCB3B792C4#4A90C38A,Polka mucky,Полька грязная
A5A3949D4C303E4828B056AE29622DAF#4A90C38A,Polka mucky,Полька грязная
6B02E9C64D5D9FCB8BDB459E10C0E6DE#A1668239,Poly builder (WIP),Поликонструктор (WIP)
3C308FA74BA63FB473446CAFFFD21BE9#2D20C921,Poo,Poo
B0511BC54996067B1B0B7DBBEA89457D#91F6C7F5,Poop grenade,Какашка граната
137AA7B34D244C764B95E3AC8F14F11C#2FA0FBA9,Popcorn bag,Сумка для попкорна
2365EF674511EB3AEF27409152932546#2FA0FBA9,Popcorn bag,Сумка для попкорна
4D885AB342A24523E45D6DA43D37A666#2FA0FBA9,Popcorn bag,Пакет попкорна
75FDCDA9483AC9704AF09BBA19EA879A#2FA0FBA9,Popcorn bag,Сумка для попкорна
7E357CF44E3E644DCFAE5FADD2DCB208#2FA0FBA9,Popcorn bag,Сумка для попкорна
8610CD2247F86E243A5478B267FFA4FB#2FA0FBA9,Popcorn bag,Сумка для попкорна
951B1A8144A6761325A0B18111D49A2E#2FA0FBA9,Popcorn bag,Сумка для попкорна
98159BDC43855F87385C72BBFA2A2F33#2FA0FBA9,Popcorn bag,Сумка для попкорна
9BF99DEE437C83B1593DFFA53991B888#2FA0FBA9,Popcorn bag,Сумка для попкорна
B11BF8BD4D0F971FB8F192ABA4AAAC43#2FA0FBA9,Popcorn bag,Сумка для попкорна
D8C09CFC4AB2BBB2232F9087611CC5A7#2FA0FBA9,Popcorn bag,Сумка для попкорна
7191C8D44D3C16A6786671A0EDD73573#F36D8571,Poppy,Мак
724C325A4B2A0FBF9598769A754AD952#0AD7B7FB,Portable Laptop,Портативный ноутбук
E15563E74607E2E575493AB5F3A2C99C#2802AEA0,Portable PC,Портативный ПК
1EA1354248DDEBA0F89BD685B45F45EB#B3AE587A,"Portable PC has almost the same fuctionality as the main PC, allows to use most of the dekstop functions remotely.

Limitations:
No remote audio support
Main PC must be turned on","Портативный ПК имеет практически тот же функционал, что и основной ПК, позволяет удаленно использовать большинство функций десктопа.

Ограничения:
Нет удаленной поддержки звука
Основной компьютер должен быть включен."
298608DC484C8245A7106EB90779B429#E74E2113,Portable hot plate,Портативная плитка
BDCAC3584BB82ACA7542CF92B92090D7#E74E2113,Portable hot plate,Портативная электроплита
F3B158AC42AC8CA317F0C68E38A7F2BD#E74E2113,Portable hot plate,Портативная плитка
B5CDBD634D9B7D5B98C6288039726F0A#9B28B5AD,"Portable laptop functions almost the same as the regular desktop PC, but it lacks some features:
- Video audio is not supported at the moment
- Floppies does not work
- Portable laptop can only work when the desktop PC is on
- Camera keyboard controls are not supported at the moment","Портативный ноутбук функционирует практически так же, как обычный настольный ПК, но ему не хватает некоторых функций:
- Видео-аудио на данный момент не поддерживается.
- Дискеты не работают
- Портативный ноутбук может работать только при включенном настольном ПК.
- Управление камерой с клавиатуры на данный момент не поддерживается."
1A9BACDD46D4ADD3F28CEEB8AF462D51#A192BB43,Portable metal detector,Портативный металлоискатель
29E8FC5140DADEA14E4AAA989F6E7B44#A192BB43,Portable metal detector,Портативный металлоискатель
57C7C9794644BC0F62BBB398EB487601#A192BB43,Portable metal detector,Портативный металлоискатель
7F473415409350805DB86191248E44F6#A192BB43,Portable metal detector,Портативный металлоискатель
1047B0FE478284B065E53492C5635309#BC67F63C,Portable mini TV,Портативный мини-телевизор
1E9BD1AE427ED4EFD9903DA90254CF53#BC67F63C,Portable mini TV,Портативный мини-телевизор
C01664EE42342BD6FF05638834E41C7A#1CB936A1,"Portable mini TV, wireless and small

Requires [Custom Content] setting enabled!","Портативный мини-телевизор, беспроводной и маленький.

Требуется включить настройку [Пользовательский контент]!"
91F9AFBF49722C4923DD7A874F774737#186EB5B6,"Portable mini TV, wireless and small

Requires [Custom Content] setting enabled!
See ""Hints and Tips"" for more information.","Портативный мини-телевизор, беспроводной и маленький.

Требуется включить настройку [Пользовательский контент]!
Дополнительную информацию см. в разделе «Советы и подсказки»."
185C224241AF4EDEB9190A981D6DB302#5FBA783C,Portable pressure washer,Портативная мойка высокого давления
19700C544DCB0B7DA58B738BB9792FB3#5FBA783C,Portable pressure washer,Портативная мойка высокого давления
9665A8BA4F83B1B5E669088F30492CA0#5FBA783C,Portable pressure washer,Портативная мойка высокого давления
BB0260044A9A24206178DEA8BE1E651A#5FBA783C,Portable pressure washer,Портативная мойка высокого давления
C08AB8924CA85625A9EFA88EB79B7316#5FBA783C,Portable pressure washer,Портативная мойка высокого давления
C349168F4B81366E61E3289FF56A41D1#5FBA783C,Portable pressure washer,Портативная мойка высокого давления
F46ADAD745E52113C4B22F965BCD06B9#BBD60BFB,Portal,Портал
054FB5EC4B8C42BD5DD3AD872A51C7F4#53662EB7,Posessed Kerfur event,Событие Одержимый Керфур
671DC4CF4883480711F4EFABD67DB504#63307D11,Post processing,Постобработка
CBF24CAF40F54836A02AD38D812089AA#63307D11,Post processing,Постобработка
251CB90F46DBF6DFF25F058A3ED1B4FF#613CA40D,"Post processing quality, affects special effects such as motion blur, bloom, camera effects etc.

Performance cost: low-medium","Качество постобработки влияет на специальные эффекты, такие как размытие в движении, цветение, эффекты камеры и т. д.

Стоимость исполнения: низкая-средняя"
1416997048F17BBA847AD8BBAB5A6211#2132B43C,Poster,Poster
264777C8424A6690F24BDAB0CF60502D#2132B43C,Poster,Постер
6D711E4B4F681B84AF7927A3FA235D2A#2132B43C,Poster,Постер
8723736041FA4E7C83F59192070EFD8B#2132B43C,Poster,Poster
